MsgID.LOCAL_POSITION,56.3290000,1.0547214,-0.0320125,-2.8250666
MsgID.LOCAL_VELOCITY,56.3290000,4.0883732,0.0044798,-0.6137257
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7933010,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,5.0800000,0.0000000,-0.6000000
MsgID.LOCAL_POSITION,56.5790000,2.1684010,-0.0341339,-3.0115306
MsgID.LOCAL_VELOCITY,56.5790000,5.0853615,0.0041471,-0.6002779
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7933140,3.0320000
MsgID.LOCAL_VELOCITY,0.0000000,5.6700000,0.0000000,0.3000000
MsgID.LOCAL_POSITION,56.8290000,3.6070600,-0.0223268,-3.0320222
MsgID.LOCAL_VELOCITY,56.8290000,5.6718183,0.0068000,0.3002177
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7933266,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,6.6300000,0.0000000,0.1600000
MsgID.LOCAL_POSITION,57.0790000,5.0119524,-0.0692033,-2.9779329
MsgID.LOCAL_VELOCITY,57.0790000,6.6380830,0.0098064,0.1657013
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7933436,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,7.6800000,0.0300000,-0.0200000
MsgID.LOCAL_POSITION,57.3290000,6.9009767,-0.1311155,-2.9922149
MsgID.LOCAL_VELOCITY,57.3290000,7.6845627,0.0315488,-0.0205227
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7933601,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,8.3200000,0.0500000,0.0500000
MsgID.LOCAL_POSITION,57.5790000,8.7347097,0.0883556,-3.0105488
MsgID.LOCAL_VELOCITY,57.5790000,8.3277321,0.0535998,0.0535283
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7933806,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,8.6500000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,57.8300000,11.0100842,0.1246668,-3.0122759
MsgID.LOCAL_VELOCITY,57.8300000,8.6554832,-0.0092656,0.1541359
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7933993,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,8.7500000,-0.0700000,0.1900000
MsgID.LOCAL_POSITION,58.0790000,13.0925770,0.1734163,-3.0027590
MsgID.LOCAL_VELOCITY,58.0790000,8.7536783,-0.0719485,0.1974271
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7934204,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,8.8300000,-0.1400000,0.1200000
MsgID.LOCAL_POSITION,58.3300000,15.4290562,0.0106834,-2.9967537
MsgID.LOCAL_VELOCITY,58.3300000,8.8327465,-0.1451835,0.1268879
MsgID.GLOBAL_POSITION,0.0000000,-122.3957540,37.7934384,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,8.5200000,-0.0900000,0.1100000
MsgID.LOCAL_POSITION,58.5800000,17.4289532,-0.1825245,-2.9924507
MsgID.LOCAL_VELOCITY,58.5800000,8.5255795,-0.0912114,0.1134361
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7934564,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,6.6200000,0.0800000,0.0000000
MsgID.LOCAL_POSITION,58.8300000,19.4300327,-0.1380901,-2.9875836
MsgID.LOCAL_VELOCITY,58.8300000,6.6222286,0.0814772,-0.0004330
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7934692,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,4.8800000,0.1100000,0.0000000
MsgID.LOCAL_POSITION,59.0800000,20.8571491,-0.0168837,-2.9887552
MsgID.LOCAL_VELOCITY,59.0800000,4.8807716,0.1131489,-0.0048165
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7934793,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,3.4100000,0.5500000,-0.0600000
MsgID.LOCAL_POSITION,59.3300000,21.9795208,0.1746995,-2.9853711
MsgID.LOCAL_VELOCITY,59.3300000,3.4179213,0.5532550,-0.0692661
MsgID.GLOBAL_POSITION,0.0000000,-122.3957472,37.7934849,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,2.8000000,1.5800000,-0.0500000
MsgID.LOCAL_POSITION,59.5810000,22.6037254,0.4163153,-2.9790847
MsgID.LOCAL_VELOCITY,59.5810000,2.8012609,1.5878012,-0.0570890
MsgID.GLOBAL_POSITION,0.0000000,-122.3957426,37.7934899,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,2.0400000,2.7900000,-0.1600000
MsgID.LOCAL_POSITION,59.8310000,23.1496735,0.8296255,-2.9754598
MsgID.LOCAL_VELOCITY,59.8310000,2.0415916,2.7933238,-0.1667441
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957351,37.7934945,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,1.3900000,3.7200000,-0.2000000
MsgID.LOCAL_POSITION,60.0810000,23.6615124,1.4920332,-2.9845340
MsgID.LOCAL_VELOCITY,60.0810000,1.3977488,3.7233748,-0.2037074
MsgID.GLOBAL_POSITION,0.0000000,-122.3957198,37.7934972,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,0.7100000,4.6400000,-0.0900000
MsgID.LOCAL_POSITION,60.3310000,23.9698448,2.8533564,-2.9806097
MsgID.LOCAL_VELOCITY,60.3310000,0.7182342,4.6483917,-0.0925303
MsgID.GLOBAL_POSITION,0.0000000,-122.3957058,37.7934981,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0800000,5.4700000,-0.1100000
MsgID.LOCAL_POSITION,60.5810000,24.0653839,4.0966916,-2.9740860
MsgID.LOCAL_VELOCITY,60.5810000,0.0816409,5.4754620,-0.1129755
MsgID.GLOBAL_POSITION,0.0000000,-122.3956892,37.7934974,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5900000,6.3200000,-0.1000000
MsgID.LOCAL_POSITION,60.8320000,23.9933224,5.5707355,-2.9869614
MsgID.LOCAL_VELOCITY,60.8320000,-0.5996351,6.3216801,-0.1029301
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956733,37.7934956,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1400000,6.9700000,-0.0600000
MsgID.LOCAL_POSITION,61.0810000,23.7935028,6.9905252,-3.0027378
MsgID.LOCAL_VELOCITY,61.0810000,-1.1479210,6.9786024,-0.0602640
MsgID.GLOBAL_POSITION,0.0000000,-122.3956515,37.7934922,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,7.6300000,0.0900000
MsgID.LOCAL_POSITION,61.3310000,23.4105339,8.9210415,-3.0044920
MsgID.LOCAL_VELOCITY,61.3310000,-1.7188751,7.6343236,0.0991546
MsgID.GLOBAL_POSITION,0.0000000,-122.3956300,37.7934874,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-2.1900000,8.1300000,0.0900000
MsgID.LOCAL_POSITION,61.5820000,22.8806515,10.8333235,-3.0106204
MsgID.LOCAL_VELOCITY,61.5820000,-2.1932881,8.1344414,0.0912080
MsgID.GLOBAL_POSITION,0.0000000,-122.3956051,37.7934814,3.0130000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4500000,8.3300000,0.1600000
MsgID.LOCAL_POSITION,61.8320000,22.2147961,13.0503969,-3.0138676
MsgID.LOCAL_VELOCITY,61.8320000,-2.4557071,8.3376999,0.1637637
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3955827,37.7934776,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5600000,8.4000000,0.1800000
MsgID.LOCAL_POSITION,62.0820000,21.7833614,15.0421944,-3.0018253
MsgID.LOCAL_VELOCITY,62.0820000,-2.5681443,8.4029303,0.1806184
MsgID.GLOBAL_POSITION,0.0000000,-122.3955586,37.7934723,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7400000,8.1800000,0.0800000
MsgID.LOCAL_POSITION,62.3320000,21.1982841,17.1851959,-2.9941778
MsgID.LOCAL_VELOCITY,62.3320000,-2.7486041,8.1855822,0.0891294
MsgID.GLOBAL_POSITION,0.0000000,-122.3955383,37.7934664,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5200000,6.7700000,0.0100000
MsgID.LOCAL_POSITION,62.5830000,20.5434875,18.9832993,-2.9848449
MsgID.LOCAL_VELOCITY,62.5830000,-2.5297940,6.7753839,0.0123850
MsgID.GLOBAL_POSITION,0.0000000,-122.3955207,37.7934594,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9100000,4.9700000,-0.0400000
MsgID.LOCAL_POSITION,62.8320000,19.7622890,20.5473194,-2.9821305
MsgID.LOCAL_VELOCITY,62.8320000,-1.9152882,4.9769516,-0.0430714
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3955089,37.7934552,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3700000,3.5100000,-0.1100000
MsgID.LOCAL_POSITION,63.0830000,19.2967510,21.6017723,-2.9743853
MsgID.LOCAL_VELOCITY,63.0830000,-1.3745390,3.5136671,-0.1175322
MsgID.GLOBAL_POSITION,0.0000000,-122.3955003,37.7934528,2.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8500000,2.5400000,-0.1300000
MsgID.LOCAL_POSITION,63.3320000,19.0336533,22.3624229,-2.9680929
MsgID.LOCAL_VELOCITY,63.3320000,-1.8580670,2.5489435,-0.1377542
MsgID.GLOBAL_POSITION,0.0000000,-122.3954956,37.7934475,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,-3.1100000,1.8400000,-0.2600000
MsgID.LOCAL_POSITION,63.5820000,18.4474373,22.7862568,-2.9675384
MsgID.LOCAL_VELOCITY,63.5820000,-3.1142309,1.8412286,-0.2648842
MsgID.GLOBAL_POSITION,0.0000000,-122.3954907,37.7934386,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-4.0800000,1.1100000,-0.1700000
MsgID.LOCAL_POSITION,63.8320000,17.4495850,23.2218266,-2.9793653
MsgID.LOCAL_VELOCITY,63.8320000,-4.0894794,1.1141652,-0.1713691
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3954883,37.7934288,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-4.9100000,0.4700000,-0.1700000
MsgID.LOCAL_POSITION,64.0830000,16.3629513,23.4356575,-2.9746830
MsgID.LOCAL_VELOCITY,64.0830000,-4.9155746,0.4773855,-0.1720026
MsgID.LOCAL_POSITION,64.3330000,14.8481579,23.5768261,-2.9841549
MsgID.LOCAL_VELOCITY,64.3330000,-5.7937107,-0.2149523,-0.1289275
MsgID.GLOBAL_POSITION,0.0000000,-122.3954867,37.7934151,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-5.7900000,-0.2100000,-0.1200000
MsgID.GLOBAL_POSITION,0.0000000,-122.3954903,37.7934012,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,-6.5000000,-0.7900000,-0.0500000
MsgID.LOCAL_POSITION,64.5830000,13.3034573,23.2508011,-2.9954038
MsgID.LOCAL_VELOCITY,64.5830000,-6.5096011,-0.7958233,-0.0588757
MsgID.GLOBAL_POSITION,0.0000000,-122.3954943,37.7933866,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-7.2300000,-1.3200000,0.0000000
MsgID.LOCAL_POSITION,64.8320000,11.6805067,22.8936710,-2.9891875
MsgID.LOCAL_VELOCITY,64.8320000,-7.2305999,-1.3284637,0.0026926
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3954984,37.7933711,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-7.9500000,-1.7600000,-0.0700000
MsgID.LOCAL_POSITION,65.0830000,9.9496126,22.5361252,-2.9921336
MsgID.LOCAL_VELOCITY,65.0830000,-7.9545388,-1.7674756,-0.0743590
MsgID.GLOBAL_POSITION,0.0000000,-122.3955019,37.7933514,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,-8.3700000,-2.0400000,0.0000000
MsgID.LOCAL_POSITION,65.3330000,7.7713356,22.2254887,-3.0060542
MsgID.LOCAL_VELOCITY,65.3330000,-8.3708639,-2.0438433,-0.0068530
MsgID.GLOBAL_POSITION,0.0000000,-122.3955074,37.7933323,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-8.4400000,-2.2500000,0.0400000
MsgID.LOCAL_POSITION,65.5840000,5.6458073,21.7328510,-2.9998350
MsgID.LOCAL_VELOCITY,65.5840000,-8.4431744,-2.2573907,0.0421354
MsgID.GLOBAL_POSITION,0.0000000,-122.3955141,37.7933123,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-8.4200000,-2.4300000,0.0100000
MsgID.LOCAL_POSITION,65.8330000,3.4243853,21.1363068,-2.9922862
MsgID.LOCAL_VELOCITY,65.8330000,-8.4264212,-2.4349589,0.0175210
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3955196,37.7932948,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-7.4500000,-2.2500000,-0.0100000
MsgID.LOCAL_POSITION,66.0830000,1.4742106,20.6471767,-2.9896486
MsgID.LOCAL_VELOCITY,66.0830000,-7.4561195,-2.2543678,-0.0168659
MsgID.GLOBAL_POSITION,0.0000000,-122.3955258,37.7932807,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-5.4900000,-1.8100000,0.0000000
MsgID.LOCAL_POSITION,66.3330000,-0.0905973,20.0993633,-2.9968107
